customer_id,days_since_last_order,total_orders,total_money,rfm_segment
17629,5,8,1814.12,554
15260,99,7,1810.77,254
13481,45,5,1804.56,344
17663,25,7,1802.91,454
15812,106,5,1801.14,244
16249,52,5,1800.07,344
13562,81,3,1799.33,244
13196,10,4,1797.78,544
17750,4,9,1797.57,554
17648,60,4,1797.50,344
12348,74,4,1797.24,244
18235,71,3,1796.48,244
13134,85,4,1793.58,244
18179,8,6,1793.17,554
13510,0,4,1791.56,544
16719,14,7,1790.42,454
12523,18,11,1789.77,454
14215,11,6,1789.72,554
14621,0,5,1788.36,544
13875,53,5,1786.79,344
14608,3,4,1785.15,544
14935,296,1,1784.71,114
15050,24,3,1782.09,444
16380,60,1,1780.59,314
15220,51,6,1778.96,354
17092,49,4,1777.78,344
12645,33,4,1775.18,344
17754,0,5,1772.26,544
15594,15,5,1771.78,444
15473,13,7,1771.20,454
17813,13,5,1770.88,444
14387,32,3,1770.56,344
16681,72,6,1770.34,254
13456,17,6,1766.72,454
15950,31,4,1765.51,444
16751,30,1,1764.72,414
12424,162,2,1760.96,234
12823,74,5,1759.50,244
12349,18,1,1757.55,414
15241,66,8,1756.44,354
16359,6,9,1750.92,554
13564,143,3,1749.02,244
13808,5,5,1747.66,544
15067,77,3,1744.76,244
13157,48,4,1741.22,344
14595,19,6,1740.60,454
17930,35,5,1740.48,344
17353,128,2,1740.00,234
17457,126,5,1737.70,244
14673,2,5,1736.40,544
17043,31,4,1735.18,444
16791,28,7,1721.78,454
17451,0,7,1721.40,554
14834,17,6,1720.30,454
15267,21,5,1717.36,444
17162,28,10,1715.46,454
13763,62,1,1714.96,324
17147,22,4,1714.59,444
14441,0,4,1712.89,544
12405,148,1,1710.39,224
15947,82,1,1708.24,224
12407,49,5,1708.12,344
16902,115,1,1706.88,224
15240,44,5,1706.57,344
16398,153,2,1705.80,234
17282,129,3,1703.41,244
12843,65,8,1702.26,354
16007,47,4,1701.94,344
13184,14,10,1701.29,454
17193,35,7,1699.30,354
13824,32,5,1698.94,344
16775,9,11,1695.66,554
12764,316,1,1693.88,124
14245,219,2,1693.45,134
15549,76,3,1693.26,244
16813,7,10,1692.98,554
16671,27,3,1692.27,444
15380,8,5,1690.26,544
17152,194,3,1689.50,144
12635,89,2,1689.18,234
13162,121,4,1688.29,244
13577,24,4,1687.60,444
16638,22,10,1680.72,454
13647,9,4,1678.12,544
13149,13,4,1676.06,444
17656,72,5,1674.69,244
16115,9,8,1667.97,554
12912,2,5,1662.30,544
12530,59,4,1662.28,344
13012,8,8,1661.84,554
15214,1,8,1661.44,554
15024,9,10,1661.33,554
15332,365,4,1661.06,144
12967,357,2,1660.90,134
14045,108,4,1659.75,244
15953,14,8,1659.38,454
15826,55,3,1654.31,344
14573,179,9,1653.42,154
17284,59,6,1652.58,354
16711,2,5,1651.03,544
14837,89,4,1649.50,244
13750,53,5,1647.26,344
12657,10,4,1643.18,544
15002,115,4,1641.76,244
13627,58,5,1638.47,344
12398,45,1,1635.66,324
15122,113,3,1633.78,234
14164,70,2,1631.77,334
17673,1,6,1629.12,554
12377,314,2,1628.12,134
16515,51,5,1627.13,344
14759,4,3,1625.97,534
16987,2,7,1625.05,554
13425,107,3,1624.21,234
15172,8,5,1624.05,544
14937,56,3,1621.88,334
17101,9,4,1621.73,544
14178,8,7,1620.93,554
16801,162,4,1619.73,244
18161,14,5,1618.69,444
14336,16,4,1614.91,444
16992,10,5,1614.31,544
15791,43,2,1612.69,334
14312,46,6,1611.59,354
13614,23,4,1610.46,444
14918,115,2,1610.15,234
12868,185,6,1607.06,154
16817,2,9,1604.75,554
12947,143,6,1603.99,254
16466,33,7,1603.46,354
14719,1,5,1602.13,544
14587,18,9,1601.14,454
15660,24,9,1600.86,454
16496,8,3,1599.52,534
13850,128,1,1595.48,224
17837,41,8,1593.38,354
16332,27,7,1593.20,454
16676,33,4,1592.12,344
14970,67,4,1592.06,344
15611,9,13,1591.45,554
18178,128,4,1590.81,244
14442,204,2,1589.82,134
12393,71,4,1582.60,244
15532,24,4,1580.93,444
12607,59,1,1579.51,324
13814,91,2,1579.12,234
16889,194,3,1578.67,134
13186,39,3,1575.89,334
13634,32,5,1575.16,344
13659,205,2,1573.20,134
17671,15,4,1572.71,444
16283,5,5,1570.81,544
12865,25,2,1568.23,434
15906,19,7,1567.69,454
15111,28,3,1567.48,434
17085,122,5,1566.65,244
17204,174,4,1564.56,244
18239,218,5,1561.61,144
14038,77,3,1560.38,234
16394,56,5,1555.34,344
13313,21,5,1555.32,444
16369,17,3,1553.66,434
15620,56,3,1553.18,334
15117,14,5,1551.78,444
13320,77,4,1548.70,244
14229,51,3,1547.20,334
14704,10,9,1546.91,554
16790,3,6,1545.62,554
13397,72,5,1544.13,244
15701,1,4,1542.14,544
12818,260,1,1542.08,124
16365,17,9,1540.42,454
17159,21,3,1538.88,434
13849,51,2,1537.95,334
12877,3,12,1535.77,554
15392,4,4,1535.53,544
15625,103,4,1534.26,244
13107,43,4,1531.62,344
12759,51,3,1531.44,334
14321,10,5,1530.75,544
14567,56,2,1530.36,334
15916,15,8,1528.09,454
16244,211,2,1522.75,134
16434,28,7,1522.25,454
16066,16,5,1521.87,444
13764,70,3,1521.76,334
13213,56,5,1520.58,344
16880,30,7,1519.08,454
14267,162,3,1516.24,234
13791,127,2,1516.00,234
16748,17,5,1515.90,444
16053,32,2,1511.95,334
16910,3,8,1510.06,554
16279,20,3,1509.58,434
16016,2,8,1508.76,554
15265,150,2,1506.12,234
12937,14,4,1504.27,444
15530,21,4,1502.35,444
16762,19,3,1501.38,434
13810,28,3,1499.01,434
17571,49,4,1498.51,344
14414,91,7,1496.98,254
16755,113,3,1496.83,234
17002,85,3,1493.73,234
15057,274,2,1489.50,134
13110,30,7,1488.67,454
13692,24,3,1488.32,434
14963,9,5,1487.80,544
17553,129,1,1487.60,224
16395,60,5,1486.90,344
14878,12,9,1485.54,554
14758,144,4,1484.06,244
18016,31,5,1483.56,444
15427,32,3,1483.14,334
17590,1,3,1479.22,534
14403,129,4,1475.81,244
15983,21,4,1475.02,444
12826,2,7,1474.72,554
14404,33,6,1474.32,354
14246,110,3,1474.06,234
15128,59,4,1471.00,344
16348,31,7,1469.45,454
14875,107,2,1465.32,234
12882,8,2,1463.04,534
14233,48,4,1462.72,344
14541,58,8,1461.65,354
17063,20,7,1461.14,454
16059,65,6,1459.86,354
16996,29,6,1456.96,454
13309,6,5,1456.79,544
13477,37,6,1454.58,354
15987,11,7,1451.28,554
14740,196,3,1448.21,134
15426,18,5,1447.39,444
14591,14,4,1447.14,444
17073,17,4,1446.09,444
13717,31,6,1445.01,454
13461,38,3,1445.00,334
17175,43,4,1443.69,344
15478,39,2,1441.42,334
15858,15,5,1438.85,444
14071,3,8,1438.82,554
13159,8,4,1437.85,544
14566,110,1,1432.00,224
16503,106,4,1431.93,244
13475,190,4,1431.78,144
16103,6,6,1429.64,554
16271,2,5,1429.24,544
14035,28,5,1428.02,444
15681,24,5,1426.16,444
15106,17,5,1422.52,444
16463,20,4,1422.40,444
16571,26,3,1421.69,434
14019,46,3,1421.61,334
14901,10,9,1421.29,554
14443,53,4,1420.20,344
17288,8,7,1419.73,554
16173,15,6,1418.32,454
15444,8,2,1418.26,534
18116,67,8,1418.03,354
17856,1,4,1418.03,544
14649,4,4,1417.29,544
14748,28,5,1415.75,444
16012,34,3,1415.29,334
16245,23,3,1413.66,434
17004,45,2,1412.94,334
15237,1,4,1412.32,544
15596,100,5,1406.59,244
17083,108,3,1405.78,234
15563,21,4,1400.44,444
14741,11,6,1400.34,554
18202,199,3,1396.99,134
13995,14,5,1393.69,444
17354,50,1,1393.06,324
15810,78,4,1391.98,244
15051,22,3,1391.61,434
13414,133,3,1390.50,234
13516,20,3,1389.41,434
15898,0,5,1388.88,544
16539,2,4,1388.81,544
15453,1,7,1388.37,554
15134,14,8,1387.99,454
12952,5,4,1387.79,544
17676,3,6,1387.68,554
12775,16,5,1386.04,444
13308,22,3,1385.51,434
18167,22,3,1384.86,434
17311,77,2,1384.85,234
13572,205,1,1384.25,124
14507,23,6,1383.18,454
14116,19,5,1382.74,444
16389,52,4,1382.07,344
16726,25,5,1382.02,444
17621,20,3,1379.90,434
12886,67,2,1378.40,334
15569,103,5,1375.71,244
16669,23,3,1374.87,434
14434,21,6,1372.80,454
15095,103,4,1370.60,244
13813,39,4,1366.86,344
14897,7,4,1366.38,544
13396,28,2,1360.99,434
14102,4,5,1360.28,544
15411,25,4,1358.88,444
13232,12,7,1357.60,554
17054,27,5,1356.33,444
14859,12,4,1353.74,544
14064,28,5,1353.74,444
15116,17,4,1352.75,444
16079,16,3,1352.00,434
16493,79,4,1351.63,244
12770,210,1,1351.45,124
12646,4,2,1346.97,534
14154,238,2,1345.62,134
15398,15,2,1345.53,434
12463,52,4,1344.78,344
17372,40,8,1342.68,354
16317,119,3,1341.65,234
13743,2,7,1341.60,554
18177,30,6,1341.42,454
16045,119,4,1340.70,244
13501,287,1,1340.32,124
15734,114,2,1339.45,234
12620,14,3,1339.41,434
15059,40,9,1337.72,354
16110,44,3,1337.48,334
12919,7,6,1335.19,554
15680,8,3,1333.68,534
17932,28,3,1331.57,434
12676,24,6,1331.39,454
16295,9,4,1328.55,544
15146,164,2,1327.16,234
17633,30,4,1324.84,444
12854,78,3,1324.50,234
17095,22,3,1324.16,434
16370,81,4,1320.56,244
14794,2,7,1319.91,554
13168,35,4,1319.19,344
16083,100,2,1317.62,234
12526,0,3,1316.66,534
14921,29,2,1316.07,434
12576,35,5,1315.83,344
14511,10,5,1314.81,544
16464,19,3,1314.68,434
14738,42,7,1314.45,354
14973,106,3,1314.45,234
16040,64,3,1313.55,334
12364,7,4,1313.10,544
12516,77,2,1312.06,234
14856,35,3,1311.38,334
14477,19,4,1309.60,444
16120,58,4,1309.14,344
14047,8,5,1308.61,544
13328,315,1,1308.48,124
14297,17,4,1305.33,444
12507,133,3,1304.81,234
16744,10,7,1304.76,554
17919,87,1,1304.04,224
15813,207,2,1303.91,134
14898,22,6,1303.52,454
15108,141,4,1300.25,244
15494,20,2,1299.23,434
12488,9,3,1298.66,534
12372,71,3,1298.04,234
15602,7,9,1297.87,554
17961,20,39,1296.44,454
16929,3,7,1295.39,554
16224,56,4,1295.30,344
15621,3,4,1293.03,544
16101,70,1,1290.70,324
15171,330,1,1289.50,124
15136,2,4,1286.70,544
16949,3,6,1286.27,554
17350,7,4,1286.07,544
17802,81,3,1285.04,234
16899,7,6,1281.56,554
13878,54,1,1281.53,324
13538,42,7,1280.85,354
16951,134,3,1277.75,234
16692,255,2,1276.00,134
17019,10,4,1272.61,544
12394,63,2,1272.48,334
12630,9,2,1270.88,534
14669,241,3,1269.99,134
13492,135,3,1269.84,234
13431,66,2,1269.10,334
14916,70,4,1268.98,344
15199,58,4,1268.70,344
16660,15,4,1267.65,444
17037,87,1,1267.32,224
17158,31,3,1266.97,434
14105,238,1,1266.23,124
13989,65,2,1266.08,334
16842,100,3,1264.19,234
15497,17,2,1262.20,434
15009,11,3,1261.78,534
16688,0,4,1260.86,544
17388,77,4,1259.56,244
17412,2,7,1258.06,554
13151,294,1,1257.87,124
14931,4,5,1257.68,544
16639,30,3,1257.51,434
17481,3,4,1255.59,544
13848,91,3,1255.00,234
17262,51,5,1253.36,344
14698,1,5,1250.76,544
14383,37,3,1247.69,334
12689,25,2,1247.61,434
13029,30,3,1247.50,434
15004,146,1,1246.32,224
12494,15,7,1246.10,454
13860,0,5,1245.90,544
14428,6,5,1244.83,544
16531,21,7,1244.59,454
17584,6,2,1242.30,534
17588,99,3,1240.20,234
17731,78,4,1240.11,244
12985,0,2,1239.38,534
13476,178,2,1238.47,234
14893,9,2,1237.85,534
13931,95,2,1237.53,234
15201,86,5,1236.54,244
14684,25,5,1236.28,444
15376,39,3,1233.36,334
15910,0,8,1232.18,554
18080,18,2,1231.50,434
18171,58,5,1231.31,344
14913,35,4,1227.43,344
12997,21,4,1226.89,444
12412,74,3,1226.88,234
17774,96,4,1225.41,244
15841,72,4,1224.06,244
13208,58,6,1223.90,354
16794,0,10,1222.71,554
14745,112,5,1220.26,244
15227,36,5,1219.40,344
13491,51,10,1215.82,354
17410,15,5,1214.72,444
13055,77,3,1214.41,234
18263,25,3,1213.16,434
13918,49,2,1212.84,334
16653,15,2,1212.66,434
12464,9,8,1212.05,554
17653,36,4,1207.56,344
15737,14,8,1205.12,454
16800,10,1,1201.49,524
13158,94,4,1201.06,244
17320,99,3,1200.62,234
17800,36,9,1199.01,354
15605,35,5,1198.23,344
13118,19,5,1197.81,444
13211,9,3,1197.42,534
16042,21,5,1197.27,444
17867,29,6,1197.10,454
14487,26,6,1196.33,454
17720,25,4,1195.94,444
17526,4,4,1195.90,544
15145,3,4,1194.73,544
12611,51,1,1193.32,324
13882,2,5,1191.13,544
12462,18,2,1189.59,434
16612,32,4,1187.66,344
15630,44,2,1186.35,334
13752,123,6,1186.28,254
17058,81,3,1179.89,234
16950,56,3,1178.56,334
12885,62,3,1175.22,334
12640,23,3,1174.58,434
15306,63,3,1174.35,334
14857,59,2,1173.12,334
13611,88,3,1171.80,234
18168,175,6,1169.94,254
12358,1,2,1168.06,534
13500,22,3,1166.77,434
14737,3,3,1164.55,534
14261,50,2,1163.45,334
14447,18,5,1163.23,444
16714,218,3,1161.53,134
12546,46,2,1161.50,334
15088,20,2,1160.07,434
17348,14,5,1159.52,444
13499,17,5,1159.11,444
16184,63,6,1158.79,354
14723,9,6,1158.30,554
13744,94,2,1156.36,234
16637,31,4,1154.47,444
16062,9,4,1153.62,544
12710,96,3,1149.02,234
17505,161,2,1145.84,234
16766,272,2,1145.60,134
12769,238,1,1143.60,124
17770,198,5,1143.27,144
18125,29,4,1142.99,444
15985,122,2,1142.42,234
16270,352,1,1141.24,124
13330,92,3,1140.93,234
13819,301,3,1140.35,134
16172,94,5,1140.21,244
17135,15,7,1139.73,454
17500,16,3,1138.00,434
17302,14,5,1135.63,444
17242,107,2,1135.04,234
15489,22,3,1134.28,434
16989,6,6,1133.25,554
17585,108,4,1133.07,244
13282,17,3,1132.14,434
13772,33,3,1132.13,334
13310,27,3,1132.03,444
13610,11,7,1131.88,554
15500,7,4,1131.56,544
13447,22,3,1129.14,444
14824,9,4,1127.71,544
12609,77,3,1126.85,244
14708,2,3,1126.37,544
17470,44,5,1125.07,344
14129,1,5,1123.86,544
15436,11,3,1122.53,544
13486,77,3,1122.41,244
17562,13,7,1122.38,454
16807,142,3,1121.59,244
16086,58,5,1121.39,344
15730,65,3,1120.88,344
17894,71,8,1119.81,254
14276,98,3,1119.74,244
13064,12,4,1119.49,544
12842,69,2,1118.99,334
15716,145,4,1118.81,244
17788,73,2,1117.90,234
13591,64,3,1117.13,344
14971,34,3,1116.57,344
16350,20,4,1116.47,444
12679,58,4,1113.02,344
17609,40,5,1112.22,344
16049,39,3,1111.79,344
14161,215,3,1110.52,144
14817,199,2,1110.34,134
15069,178,1,1109.53,124
12399,118,4,1108.65,244
15933,20,3,1107.46,444
16833,0,4,1106.53,544
12857,210,2,1106.40,134
14410,91,9,1105.07,254
14948,22,6,1101.97,454
17047,84,3,1100.90,244
14744,15,7,1099.98,454
15978,76,1,1098.78,224
13104,2,6,1098.48,554
17966,37,5,1098.43,344
16225,44,5,1096.32,344
16533,18,3,1095.56,444
13652,45,3,1095.08,344
15745,18,4,1094.59,444
15608,27,4,1093.68,444
13521,0,3,1093.65,544
18189,77,2,1090.24,234
13853,56,1,1090.14,324
12534,130,1,1089.18,224
15763,31,2,1086.92,434
13467,10,2,1083.71,534
17041,26,3,1081.57,444
14561,75,3,1080.76,244
16200,3,2,1080.62,534
13726,38,2,1079.66,334
15197,10,3,1079.61,544
12354,231,1,1079.40,124
13715,280,5,1079.34,144
14352,156,4,1078.96,244
16980,254,2,1078.96,134
16094,11,4,1078.23,544
16563,53,1,1077.74,324
13131,22,3,1073.30,444
15712,8,5,1072.36,544
15238,28,3,1071.99,444
13635,67,1,1071.03,324
17522,1,5,1070.71,544
13761,49,2,1070.65,334
14212,89,1,1070.48,224
17214,59,6,1069.12,354
16918,49,6,1068.82,354
15027,30,4,1066.15,444
17277,227,2,1065.35,134
14488,67,1,1064.28,324
17287,25,7,1064.11,454
12951,8,6,1064.07,554
15801,45,3,1063.95,344
12936,16,4,1063.90,444
12815,147,2,1063.46,234
14411,310,1,1063.00,124
16214,170,3,1062.75,244
15996,87,6,1060.68,254
15706,63,4,1060.56,344
17727,14,1,1060.25,424
18130,14,3,1059.39,444
14465,246,3,1058.62,144
13455,24,2,1058.34,434
14419,10,6,1058.06,554
15407,33,4,1056.44,344
14514,60,3,1055.35,344
15977,16,2,1054.73,434
16728,45,4,1054.67,344
12716,3,2,1053.49,534
14583,5,5,1052.55,544
16416,26,3,1051.40,444
12849,30,2,1050.89,434
14224,109,4,1050.12,244
15329,38,3,1049.70,344
14078,101,6,1049.37,254
15464,337,1,1048.85,124
15839,32,3,1048.49,344
15777,240,4,1047.11,144
16520,185,3,1046.57,144
14293,2,4,1046.56,544
17042,2,5,1044.38,544
15192,119,3,1044.32,244
14389,64,2,1043.46,334
15073,9,3,1043.41,544
12497,81,1,1043.10,224
14584,168,4,1042.26,244
13719,14,5,1041.68,444
18221,21,5,1041.61,444
15434,7,5,1041.48,544
14446,0,4,1039.58,544
16320,171,2,1038.46,234
16175,93,4,1037.59,244
12691,27,6,1035.80,454
16260,50,1,1035.45,324
13639,73,1,1033.34,224
17724,70,3,1033.00,344
12599,28,7,1032.58,454
12724,4,4,1031.41,544
17405,0,3,1031.41,544
13235,211,1,1031.07,124
12717,150,2,1030.98,234
13253,156,2,1030.40,234
17033,85,3,1030.14,244
15333,207,1,1028.56,124
16682,4,5,1028.00,544
15104,196,2,1027.44,134
13956,4,5,1026.42,544
16160,64,2,1025.44,334
14904,1,2,1025.44,534
15658,189,5,1024.10,144
17096,14,4,1022.13,444
14346,120,2,1021.58,234
13165,45,2,1021.48,334
12572,8,2,1020.42,534
13376,98,3,1019.76,244
18142,156,2,1019.52,234
12828,2,6,1018.71,554
14083,3,9,1018.43,554
12514,266,1,1017.68,124
13728,36,6,1016.14,354
13867,30,3,1015.29,444
12642,24,3,1013.26,444
12739,77,2,1013.04,234
17197,29,1,1013.01,424
14195,201,2,1012.00,134
14775,57,3,1011.90,344
16229,86,2,1010.60,234
13032,51,2,1010.18,334
16572,126,3,1009.60,244
16174,125,3,1009.55,244
17951,39,3,1008.54,344
17646,218,3,1008.39,144
14631,50,3,1006.98,344
13429,10,4,1006.80,544
17126,151,5,1004.75,244
14214,30,5,1004.38,444
13410,23,5,1003.06,444
12446,57,1,1002.31,324
12545,74,2,1000.39,234
15508,188,6,1000.27,144
18143,116,2,1000.16,234
12722,84,4,997.63,244
14540,9,3,996.26,544
15110,23,4,996.10,444
17594,84,2,993.18,234
16009,21,4,992.71,444
13363,17,2,992.50,434
14223,91,3,991.13,244
16232,43,4,990.88,344
17324,17,4,990.23,444
15062,70,4,987.86,344
18237,2,5,987.10,544
16376,8,2,987.01,534
13117,21,8,984.91,454
17144,0,2,984.57,534
12510,142,2,982.57,234
15133,127,3,982.42,244
14138,1,2,982.38,534
15071,93,2,982.07,234
16188,44,4,981.86,344
16907,28,5,981.65,444
16085,22,5,981.51,444
12541,29,3,981.18,444
18170,32,3,980.31,344
13509,8,7,979.72,554
15506,22,3,979.26,444
13350,15,2,979.12,434
15132,17,5,977.93,444
14920,212,2,977.77,134
15860,40,8,977.21,354
13026,0,5,975.36,544
14522,23,4,974.54,444
15449,25,3,974.52,444
12994,3,3,974.42,544
15747,12,3,974.04,544
18194,81,1,973.84,224
16419,112,6,972.23,254
13155,32,4,971.76,344
17100,17,2,971.74,434
17618,5,3,971.58,544
14256,259,2,969.06,134
15907,3,3,967.45,544
15793,14,3,965.61,444
12550,78,1,964.83,224
13138,21,6,962.39,454
14006,115,3,962.19,244
15156,0,3,961.49,544
14629,3,2,959.01,534
18192,71,1,957.97,224
13823,18,2,957.66,434
12697,28,3,957.59,444
15948,7,2,955.24,534
17244,52,1,954.90,324
17097,1,8,954.42,554
15835,43,4,954.09,344
16934,54,2,950.93,334
15421,58,4,950.36,344
16511,21,3,950.26,444
13636,36,5,949.12,344
12822,70,2,948.88,334
17044,24,1,948.48,424
13748,95,5,948.25,244
15787,25,3,948.05,444
12458,70,2,947.40,334
15707,34,4,945.58,344
17289,31,3,944.41,444
13261,267,2,944.10,134
12820,2,4,942.34,544
14075,4,3,942.26,533
15576,37,1,940.67,323
15289,28,3,939.78,433
17527,53,4,939.37,343
17227,18,6,939.32,453
16584,79,2,936.08,233
14140,3,2,935.05,533
16027,91,6,934.62,253
14081,301,2,934.52,133
12924,87,4,933.70,243
16657,9,4,933.62,543
13655,113,2,932.97,233
14532,235,4,932.85,143
18133,211,1,931.50,123
17552,59,4,930.41,343
14475,71,3,925.85,233
14231,183,3,925.71,133
17048,117,3,925.35,233
15312,74,4,924.85,243
13805,51,2,924.60,333
15654,8,2,922.53,533
13122,93,2,922.39,233
16551,95,3,922.12,233
13934,263,1,922.10,123
13035,73,2,921.88,233
17323,14,7,921.07,453
13984,26,5,920.51,443
17018,40,2,920.10,333
12652,330,1,919.98,123
13075,129,1,919.61,223
13549,25,7,918.20,453
15253,15,5,918.20,443
14015,52,1,917.34,323
14712,28,3,917.07,433
17236,12,6,916.13,553
14141,2,4,915.13,543
16216,266,1,914.93,113
16809,22,5,914.69,443
15587,49,4,913.68,343
12940,54,2,913.54,333
15364,95,2,913.19,233
14359,18,3,912.18,433
13782,12,6,912.00,553
13192,94,2,911.94,233
14289,8,6,911.26,553
18096,11,3,911.15,533
13689,62,1,910.00,313
15511,11,5,909.23,543
13038,79,3,908.46,233
14449,18,4,907.10,443
15480,115,1,905.50,213
15022,11,4,905.04,543
15807,49,3,903.90,333
17566,7,2,901.21,533
16716,266,2,901.20,133
17848,80,9,901.20,253
14625,195,2,899.63,133
17886,31,3,899.61,433
13662,85,3,897.76,233
17537,29,2,897.62,433
16361,9,4,896.66,543
15079,212,4,895.61,143
15865,40,3,895.13,333
15211,59,2,894.41,333
15066,52,1,893.59,313
12772,59,1,892.47,313
13515,72,4,891.12,243
15255,66,1,890.85,313
14240,29,2,890.34,433
17027,78,6,890.29,253
17007,50,6,889.93,353
14344,126,8,889.93,253
14623,31,5,889.25,443
17829,297,1,889.24,113
16347,10,2,887.65,533
16900,16,3,887.11,433
15822,2,2,885.47,533
17704,168,2,885.19,233
17109,28,6,885.04,453
15799,75,3,884.14,233
14597,10,2,883.15,533
18236,29,6,882.24,453
13037,137,3,881.07,233
15076,172,1,880.85,213
15653,92,2,877.44,233
14770,231,2,876.42,133
15100,333,3,876.00,133
13566,40,2,874.71,333
16513,4,4,874.59,543
13294,189,2,873.74,133
12847,21,1,871.54,413
15208,0,5,870.12,543
13200,18,4,870.09,443
13979,72,1,869.87,213
12694,69,2,869.67,333
13203,9,4,869.46,543
17649,137,1,868.49,213
14912,16,2,867.85,433
14715,24,4,867.38,443
16235,40,5,867.31,343
16121,56,2,867.11,333
14332,22,3,866.31,433
16567,193,2,865.60,133
13846,24,3,865.06,433
16221,36,3,864.86,333
12680,0,4,862.81,543
16266,73,7,861.89,253
12794,52,2,860.41,333
13339,200,1,860.12,113
14577,12,4,859.71,543
17064,58,3,859.35,333
14553,18,5,859.27,443
16163,231,2,856.60,133
13991,11,6,855.97,553
12693,126,4,855.91,243
16037,269,3,855.02,133
12878,235,2,854.99,133
17560,94,5,854.95,243
16877,11,6,853.72,553
14193,67,2,853.39,333
12379,81,2,852.24,233
16070,21,2,852.15,433
16020,16,3,851.01,433
12713,0,1,848.55,513
14657,17,4,848.22,443
13221,239,2,847.41,133
16924,20,3,846.75,433
16222,317,1,846.72,113
15965,16,4,845.64,443
14803,161,3,845.55,233
17624,14,2,843.48,433
15164,68,3,843.05,333
17929,10,4,843.00,543
13929,168,2,842.65,233
16108,84,1,842.50,213
16560,26,2,841.41,433
14862,25,2,841.20,433
17076,35,3,841.08,333
13940,16,4,839.14,443
17115,7,3,837.50,533
16554,41,3,837.10,333
15832,253,1,836.79,113
12728,70,4,836.33,343
16747,37,2,836.06,333
17169,57,2,835.78,333
17759,16,3,834.99,433
13835,24,4,834.57,443
17075,17,4,834.12,443
16644,177,2,833.78,233
15862,7,4,832.88,543
14644,67,2,830.76,333
13681,17,4,827.83,443
12461,93,2,826.88,233
12781,63,2,826.74,333
16494,295,1,826.53,113
17921,63,4,826.52,343
15525,1,3,825.92,533
12427,21,3,825.80,433
16869,22,4,825.42,443
16284,30,2,823.97,433
16164,16,3,822.48,433
12778,19,6,822.23,453
13893,297,1,821.10,113
13220,77,4,819.29,243
17764,50,2,818.82,333
16092,114,3,817.86,233
16943,211,3,816.73,143
15649,335,2,816.00,133
15399,0,3,815.77,543
14499,25,3,815.32,443
13280,121,3,814.86,243
16460,27,3,814.72,443
13811,183,3,814.50,143
18064,132,2,814.00,233
16600,3,6,813.52,553
16621,51,4,813.48,343
14421,56,2,813.11,333
15644,165,4,813.00,243
17980,165,3,811.45,243
16276,176,1,810.60,213
16624,80,2,810.57,233
13637,51,3,810.50,343
16891,1,5,809.70,543
17114,5,8,808.62,553
15533,18,3,807.57,443
12421,15,4,807.04,443
15952,33,4,806.57,343
13707,266,2,806.41,133
12434,84,2,806.14,233
16367,36,2,804.49,333
18248,122,2,804.02,233
12422,95,3,803.56,243
15831,57,3,801.76,343
18265,71,2,801.51,233
16806,102,4,801.49,243
15561,11,4,800.59,543
17905,70,4,800.24,343
13720,116,4,799.90,243
13030,10,2,799.48,533
17703,34,3,798.74,343
16438,5,5,798.35,543
13389,10,3,797.96,543
12701,79,2,797.71,233
17180,55,4,796.03,343
13336,76,1,795.12,213
15990,43,2,792.11,333
13167,18,4,791.33,443
14976,56,7,790.86,353
13016,72,3,789.89,233
16759,7,3,789.79,533
13329,31,2,789.00,433
14557,84,1,788.38,213
13212,19,3,788.08,433
13323,2,5,787.85,543
13884,6,5,787.60,543
16546,290,2,787.15,133
13109,59,2,786.54,333
12628,3,3,786.46,533
15806,45,3,784.58,333
15743,15,4,784.46,443
18136,62,3,784.33,333
17387,19,2,784.11,433
16054,144,1,783.90,213
17006,4,4,781.78,543
17341,156,3,781.36,233
15679,23,4,781.28,443
13583,155,1,781.03,213
16725,301,7,781.02,153
15239,9,2,780.59,533
17797,21,3,780.43,433
18228,56,2,779.90,333
12735,314,2,779.57,133
17411,11,3,778.94,533
13375,88,1,778.65,213
14815,36,2,778.50,333
17414,43,2,778.00,333
16505,31,1,777.60,413
13563,83,2,777.53,233
12425,77,1,777.20,213
15353,254,2,777.02,133
15618,32,4,776.85,343
13314,1,3,775.94,533
13341,260,1,775.85,113
14234,21,4,775.46,443
16825,38,2,775.18,333
15414,9,3,774.90,533
16043,37,4,773.99,343
15075,77,1,773.03,213
12965,88,1,771.91,213
17409,184,2,771.85,133
14662,28,4,771.17,443
16770,57,5,770.10,343
14412,42,2,770.03,333
16480,75,1,769.29,213
13356,79,1,768.24,213
17516,14,5,768.08,443
14550,10,2,765.62,533
14672,234,2,765.55,133
17695,131,2,765.34,233
14885,131,1,765.32,213
17268,107,4,763.64,243
17466,9,2,763.28,533
16470,51,4,762.39,343
15599,26,2,761.74,433
14883,18,6,761.59,453
16205,30,4,761.38,443
17425,18,2,759.17,433
16036,86,2,758.92,233
15568,2,3,758.29,543
12413,66,3,758.10,333
17979,35,4,757.71,343
17461,22,3,757.46,433
15223,225,2,755.75,133
13370,371,1,754.87,113
18104,36,1,754.64,313
13730,135,2,752.60,233
16256,265,1,752.43,113
12908,175,2,750.00,233
17146,105,3,749.78,233
14923,50,1,749.10,313
15074,104,1,748.87,213
15656,44,4,748.50,343
